,name,class,subclass
686,儿童奶粉(安儿健A+，美赞臣),：安儿健A+儿童成长奶粉。,类及制品
687,儿童奶粉(适体健，美赞臣),：适体健儿童营养奶粉。,类及制品
688,儿童奶粉(惠氏),：惠氏S26金装学儿乐奶粉。,类及制品
689,儿童奶粉(可淇牌),：可淇成长奶粉。,类及制品
690,儿童奶粉(三鹿牌),：三鹿助长奶粉。,类及制品
691,儿童奶粉(完达山牌),：完达山3段配方奶粉。,类及制品
692,孕妇乳母奶粉(惠氏),：爱儿乐妈妈孕妇乳母奶粉（香草味）,类及制品
693,孕妇乳母奶粉(美赞臣),：安婴妈妈孕妇及授乳妇女营养奶粉,类及制品
694,中老年奶粉(可淇牌),：乳类及制品,：奶粉
695,中老年奶粉(雀巢),：乳类及制品,：奶粉
696,中老年奶粉(三鹿牌),：乳类及制品,：奶粉
697,中老年奶粉(森永牌),：乳类及制品,：奶粉
698,奶粉(全脂羊乳粉),：乳类及制品,：奶粉
699,乳品（酸奶，均值),：乳类及制品,：酸奶
700,酸奶(脱脂),：乳类及制品,：酸奶
701,酸奶(调味),：酸奶小超人。,类及制品
702,酸奶(果粒),：果粒酸奶。,类及制品
703,奶酪[干酪],：乳类及制品,：奶酪
704,奶豆腐(鲜),：乳类及制品,：奶酪
705,乳酪（羊乳酪）,：乳类及制品,：奶酪
706,奶酪(光明牌),：乳类及制品,：奶酪
707,奶酪(骑士牌),：乳类及制品,：奶酪
708,低脂奶酪,：乳类及制品,：奶酪
709,硬质干酪,：乳类及制品,：奶酪
710,乳品（奶油）,：乳类及制品,：奶油
711,黄油,：乳类及制品,：奶油
712,酥油,：乳类及制品,：奶油
713,炼乳(甜，罐头),：乳类及制品,：其它
714,奶皮子,：乳类及制品,：其它
715,奶片,：乳类及制品,：其它
716,全脂甜炼乳(雀巢),：鹰唛炼乳,类及制品
717,全脂甜炼乳(燕山牌),：乳类及制品,：其它
718,脱脂甜炼乳,：乳类及制品,：其它
719,蛋（鸡蛋，均值),：蛋类及制品,：鸡蛋
720,鸡蛋(白皮),：蛋类及制品,：鸡蛋
721,鸡蛋(红皮),：蛋类及制品,：鸡蛋
722,鸡蛋(土鸡),：蛋类及制品,：鸡蛋
723,鸡蛋白,：蛋类及制品,：鸡蛋
724,鸡蛋白(乌骨鸡),：蛋类及制品,：鸡蛋
725,蛋黄（鸡蛋黄）,：蛋类及制品,：鸡蛋
726,鸡蛋黄(乌骨鸡),：蛋类及制品,：鸡蛋
727,蛋（松花蛋，鸡蛋),：蛋类及制品,：鸡蛋
728,毛蛋,：蛋类及制品,：鸡蛋
729,荷包蛋(油煎),：蛋类及制品,：鸡蛋
730,荷包蛋(煮),：蛋类及制品,：鸡蛋
731,蛋（鸭蛋）,：蛋类及制品,：鸭蛋
732,鸭蛋白,：蛋类及制品,：鸭蛋
733,鸭蛋黄,：蛋类及制品,：鸭蛋
734,海鸭蛋,：蛋类及制品,：鸭蛋
735,蛋（松花蛋，鸭蛋)[皮蛋],：蛋类及制品,：鸭蛋
736,咸鸭蛋,：蛋类及制品,：鸭蛋
737,咸鸭蛋(煮),：蛋类及制品,：鸭蛋
738,蛋（鹅蛋）,：蛋类及制品,：鹅蛋
739,鹅蛋白,：蛋类及制品,：鹅蛋
740,蛋黄（鹅蛋黄）,：蛋类及制品,：鹅蛋
741,鹅蛋(煮),：蛋类及制品,：鹅蛋
742,蛋（鹌鹑蛋）,：蛋类及制品,：鹌鹑蛋
743,白条鱼(裸鱼),：鱼虾蟹贝类,：鱼
744,草鱼[白鲩，草包鱼],：鱼虾蟹贝类,：鱼
745,赤眼鳟[金目鱼],：鱼虾蟹贝类,：鱼
746,感鱼[猴鱼],：鱼虾蟹贝类,：鱼
747,胡子鲇[塘虱(鱼)],：鱼虾蟹贝类,：鱼
748,黄颡鱼[戈牙鱼，黄鳍鱼],：鱼虾蟹贝类,：鱼
749,鱼（黄鳝）[鳝鱼],：鱼虾蟹贝类,：鱼
750,黄鳝丝,：鱼虾蟹贝类,：鱼
751,尖嘴白,：鱼虾蟹贝类,：鱼
752,口头鱼,：鱼虾蟹贝类,：鱼
753,鲤鱼[鲤拐子],：鱼虾蟹贝类,：鱼
754,罗非鱼,：鱼虾蟹贝类,：鱼
755,青鱼[青皮鱼，青鳞鱼，青混],：鱼虾蟹贝类,：鱼
756,乌鳢[黑鱼，石斑鱼，生鱼],：鱼虾蟹贝类,：鱼
757,鱼（银鱼）[面条鱼],：鱼虾蟹贝类,：鱼
758,湟鱼(裸鲤鱼),：鱼虾蟹贝类,：鱼
759,鲇鱼[胡子鲇，鲢胡，旺虾],：鱼虾蟹贝类,：鱼
760,鲒花,：鱼虾蟹贝类,：鱼
761,鲢鱼[白鲢，胖子，连子鱼],：鱼虾蟹贝类,：鱼
762,鲫鱼[喜头鱼，海附鱼],：鱼虾蟹贝类,：鱼
763,鲮鱼[雪鲮],：鱼虾蟹贝类,：鱼
764,鳊鱼[鲂鱼，武昌鱼],：鱼虾蟹贝类,：鱼
765,鳗鲡[鳗鱼，河鳗],：鱼虾蟹贝类,：鱼
766,鳙鱼[胖头鱼，摆佳鱼，花鲢鱼],：鱼虾蟹贝类,：鱼
767,鳜鱼[桂鱼，花鲫鱼],：鱼虾蟹贝类,：鱼
768,鳟鱼[红鳟鱼],：鱼虾蟹贝类,：鱼
769,白姑鱼[白米子(鱼)],：鱼虾蟹贝类,：鱼
770,参鱼[蓝圆参，边鱼],：鱼虾蟹贝类,：鱼
771,带鱼[白带鱼，刀鱼],：鱼虾蟹贝类,：鱼
772,堤鱼,：鱼虾蟹贝类,：鱼
773,狗母鱼[大头狗母鱼],：鱼虾蟹贝类,：鱼
774,海鲫鱼[九九鱼],：鱼虾蟹贝类,：鱼
775,海鳗[鲫勾],：鱼虾蟹贝类,：鱼
776,红娘鱼[翼红娘鱼],：鱼虾蟹贝类,：鱼
777,黄姑鱼[黄婆鸡(鱼)],：鱼虾蟹贝类,：鱼
778,黄鱼(大黄花鱼),：鱼虾蟹贝类,：鱼
779,黄鱼(小黄花鱼),：鱼虾蟹贝类,：鱼
780,黄鲂[赤虹，老板鱼],：鱼虾蟹贝类,：鱼
781,金线鱼[红三鱼],：鱼虾蟹贝类,：鱼
782,绿鳍马面豚[面包鱼，橡皮鱼],：鱼虾蟹贝类,：鱼
783,梅童鱼[大头仔鱼，丁珠鱼],：鱼虾蟹贝类,：鱼
784,沙丁鱼[沙鲻],：鱼虾蟹贝类,：鱼
785,沙钻鱼[多鳞喜，沙梭，麦穗鱼],：鱼虾蟹贝类,：鱼
786,舌鳎[花纹舌头，舌头鱼],：鱼虾蟹贝类,：鱼
787,油抒[香梭鱼],：鱼虾蟹贝类,：鱼
788,颚针鱼[针量鱼],：鱼虾蟹贝类,：鱼
789,鲅鱼[马鲛鱼，燕鲅鱼，巴鱼],：鱼虾蟹贝类,：鱼
790,鲆[片口鱼，比目鱼],：鱼虾蟹贝类,：鱼
791,鲈鱼[鲈花],：鱼虾蟹贝类,：鱼
792,鲐鱼[青鲐鱼，鲐巴鱼，青砖鱼],：鱼虾蟹贝类,：鱼
793,鲑鱼[大麻哈鱼],：鱼虾蟹贝类,：鱼
794,鲑鱼籽酱[大麻哈鱼籽酱],：鱼虾蟹贝类,：鱼
795,鲚鱼(大)[大凤尾鱼],：鱼虾蟹贝类,：鱼
796,鲚鱼(小)[小凤尾鱼],：鱼虾蟹贝类,：鱼
797,鲳鱼[平鱼，银鲳，刺鲳],：鱼虾蟹贝类,：鱼
798,鲷[黑鲷，铜盆鱼，大目鱼],：鱼虾蟹贝类,：鱼
799,鲻鱼[白眼棱鱼],：鱼虾蟹贝类,：鱼
800,鲽[比目鱼，凸眼鱼],：鱼虾蟹贝类,：鱼
801,鳐鱼[夫鱼],：鱼虾蟹贝类,：鱼
802,鳓鱼[快鱼，力鱼],：鱼虾蟹贝类,：鱼
803,鳕鱼[鳕狭，明太鱼],：鱼虾蟹贝类,：鱼
804,鳘鱼,：鱼虾蟹贝类,：鱼
805,双髻鲨,：鱼虾蟹贝类,：鱼
806,鱼片干,：鱼虾蟹贝类,：鱼
807,金鲨鱼翅(干),：鱼虾蟹贝类,：鱼
808,鱼丸,：鱼虾蟹贝类,：鱼
809,鱼子酱,：鱼虾蟹贝类,：鱼
810,凤尾鱼(熟),：鱼虾蟹贝类,：鱼
811,箭鱼(炸),：鱼虾蟹贝类,：鱼
812,金枪鱼(盐水浸),：鱼虾蟹贝类,：鱼
813,金枪鱼(油浸),：鱼虾蟹贝类,：鱼
814,鲮鱼(豆豉，熟),：豆豉鲮鱼。,虾蟹贝类
815,鳗鱼(红烧),：鱼虾蟹贝类,：鱼
816,鲭鱼(烤，150℃，10分),：鱼虾蟹贝类,：鱼
817,鲭鱼(烤，150℃，20分),：鱼虾蟹贝类,：鱼
818,鲭鱼(烤，150℃，30分),：鱼虾蟹贝类,：鱼
819,鲭鱼(烤，180℃，10分),：鱼虾蟹贝类,：鱼
820,鲭鱼(烤，210℃，10分),：鱼虾蟹贝类,：鱼
821,鲭鱼(炸),：鱼虾蟹贝类,：鱼
822,鲭鱼(蒸),：鱼虾蟹贝类,：鱼
823,鲭鱼(煮),：鱼虾蟹贝类,：鱼
824,沙丁鱼(茄汁，熟),：茄汁沙丁鱼。,虾蟹贝类
825,沙丁鱼(盐水浸),：鱼虾蟹贝类,：鱼
826,沙丁鱼(油浸),：鱼虾蟹贝类,：鱼
827,午餐鱼(香辣味),：鱼虾蟹贝类,：鱼
828,鳕鱼(烤),：鱼虾蟹贝类,：鱼
829,鳕鱼(炸),：鱼虾蟹贝类,：鱼
830,刺蛄[刺蛄],：鱼虾蟹贝类,：虾
831,虾（东方对虾）[中国对虾],：鱼虾蟹贝类,：虾
832,虾（海虾）,：鱼虾蟹贝类,：虾
833,虾（河虾）,：鱼虾蟹贝类,：虾
834,虾（基围虾）,：鱼虾蟹贝类,：虾
835,江虾[沼虾],：鱼虾蟹贝类,：虾
836,虾（龙虾）,：鱼虾蟹贝类,：虾
837,塘水虾[草虾],：鱼虾蟹贝类,：虾
838,虾虎,：鱼虾蟹贝类,：虾
839,虾皮,：鱼虾蟹贝类,：虾
840,螯虾,：鱼虾蟹贝类,：虾
841,虾米[海米，虾仁],：鱼虾蟹贝类,：虾
842,虾酱,：鱼虾蟹贝类,：虾
843,蟹（海蟹）,：鱼虾蟹贝类,：蟹
844,蟹（河蟹）,：鱼虾蟹贝类,：蟹
845,蟹肉,：鱼虾蟹贝类,：蟹
846,蟹足棒,：鱼虾蟹贝类,：蟹
847,鲍鱼[杂色鲍],：鱼虾蟹贝类,：贝
848,鲍鱼(干),：鱼虾蟹贝类,：贝
849,蛏子,：鱼虾蟹贝类,：贝
850,河蚌,：鱼虾蟹贝类,：贝
851,河蚬[蚬子],：鱼虾蟹贝类,：贝
852,牡蛎[海蛎子],：鱼虾蟹贝类,：贝
853,生蚝,：鱼虾蟹贝类,：贝
854,泥蚶[血蚶，珠蚶],：鱼虾蟹贝类,：贝
855,扇贝(鲜),：鱼虾蟹贝类,：贝
856,扇贝(干)[干贝],：鱼虾蟹贝类,：贝
857,银蚶[蚶子],：鱼虾蟹贝类,：贝
858,贻贝(鲜)[淡菜，壳菜],：鱼虾蟹贝类,：贝
859,贻贝(干)[淡菜，壳菜],：鱼虾蟹贝类,：贝
860,海蚌[西施舌],：鱼虾蟹贝类,：贝
861,蛤蜊(均值),：鱼虾蟹贝类,：贝
862,螺(均值),：鱼虾蟹贝类,：贝
863,文蛤丸,：鱼虾蟹贝类,：贝
864,海参,：鱼虾蟹贝类,：其它
865,海参(干),：鱼虾蟹贝类,：其它
866,海蜇皮,：鱼虾蟹贝类,：其它
867,海蜇头,：鱼虾蟹贝类,：其它
868,墨鱼[曼氏无针乌贼],：鱼虾蟹贝类,：其它
869,墨鱼(干)[曼氏无针乌贼],：鱼虾蟹贝类,：其它
870,乌贼(鲜)[鱿鱼，台湾枪乌贼，枪,：鱼虾蟹贝类,：其它
871,鱿鱼(干)[台湾枪乌贼],：鱼虾蟹贝类,：其它
872,鱿鱼(水浸),：鱼虾蟹贝类,：其它
873,乌鱼蛋,：鱼虾蟹贝类,：其它
874,章鱼[真蛸],：鱼虾蟹贝类,：其它
875,甲鱼蛋,：鱼虾蟹贝类,：其它
876,墨鱼丸,：鱼虾蟹贝类,：其它
877,婴儿配方奶粉(爱儿乐，惠氏),：S26金装爱儿乐SMAGOLD。,幼儿食品
878,婴儿配方奶粉(爱儿乐，惠氏，简装),：S26爱儿乐SMA。,幼儿食品
879,婴儿配方奶粉(爱力大1，美赞臣),：爱力大1初生婴儿配方奶粉。,幼儿食品
880,婴儿配方奶粉(安婴儿，美赞臣),：婴幼儿食品,：婴幼儿配方粉
881,婴儿配方奶粉(安婴儿A+，美赞臣),：婴幼儿食品,：婴幼儿配方粉
882,婴儿配方奶粉(安婴乐，美赞臣),：婴幼儿食品,：婴幼儿配方粉
883,婴儿配方奶粉(吉利蜜1，森永牌),：婴幼儿食品,：婴幼儿配方粉
884,婴儿配方奶粉(可淇牌),：婴幼儿食品,：婴幼儿配方粉
885,婴儿配方奶粉(力多精1，雀巢),：力多精1初生婴儿配方奶粉（含铁质）。,幼儿食品
886,婴儿配方奶粉(美素力1),：婴幼儿食品,：婴幼儿配方粉
887,婴儿配方奶粉(美素力H),：婴幼儿食品,：婴幼儿配方粉
888,婴儿配方奶粉(美素力，袋装),：婴幼儿食品,：婴幼儿配方粉
889,婴儿配方奶粉(圣元牌),：圣元优聪配方1段初生婴儿奶粉。,幼儿食品
890,婴儿配方奶粉(完达山牌),：完达山1段配方奶粉。,幼儿食品
891,婴儿奶粉(高钙，圣元牌),：圣元优强婴儿补钙奶粉。,幼儿食品
892,婴儿配方豆粉(爱儿素，惠氏),：S26爱儿素Nursoy。,幼儿食品
893,较大婴儿配方奶粉(爱力大2，美赞臣),：婴幼儿食品,：婴幼儿配方粉
894,较大婴儿配方奶粉(安婴宝，美赞臣),：婴幼儿食品,：婴幼儿配方粉
895,较大婴儿配方奶粉(安婴宝A+，美赞臣),：婴幼儿食品,：婴幼儿配方粉
896,较大婴儿配方奶粉(健儿乐，惠氏),：S26金装健儿乐强化铁质较大婴儿配方奶粉。,幼儿食品
897,较大婴儿配方奶粉(健儿乐，惠氏，简装),：S26健儿乐PROMIL。,幼儿食品
898,较大婴儿配方奶粉(可淇牌),：婴幼儿食品,：婴幼儿配方粉
899,较大婴儿配方奶粉(美素乐2),：美素乐较大婴儿及幼儿配方奶粉2段。,幼儿食品
900,较大婴儿配方奶粉(美素乐),：婴幼儿食品,：婴幼儿配方粉
901,较大婴儿配方奶粉(美素乐，袋装),：婴幼儿食品,：婴幼儿配方粉
902,较大婴幼儿配方奶粉(吉利蜜2，森永牌),：婴幼儿食品,：婴幼儿配方粉
903,较大婴幼儿配方奶粉(力多精2，雀巢),：力多精2较大婴儿及幼童奶粉。,幼儿食品
904,较大婴儿配方奶粉(圣元牌),：圣元优聪配方2段较大婴儿奶粉。,幼儿食品
905,较大婴幼儿奶粉(高钙，圣元牌),：圣元优强幼儿补钙奶粉。,幼儿食品
906,较大婴幼儿配方奶粉(完达山牌),：完达山2段配方奶粉。,幼儿食品
907,幼儿奶粉(爱力大3，美赞臣),：爱力大3成长配方奶粉。,幼儿食品
908,幼儿奶粉(安儿宝，美赞臣),：安儿宝高蛋白成长奶粉。,幼儿食品
909,幼儿奶粉(安儿宝A+，美赞臣),：安儿宝A+高蛋白成长奶粉。,幼儿食品
910,幼儿奶粉(惠氏),：S26金装幼儿乐奶粉。,幼儿食品
911,幼儿奶粉(惠氏，简装),：S26幼儿乐奶粉。,幼儿食品
912,幼儿奶粉(可淇牌),：可淇幼儿配方奶粉,幼儿食品
913,幼儿奶粉(美素高),：美素高成长配方奶粉3段。,幼儿食品
914,幼儿奶粉(美素高，全能装),：美素高成长配方奶粉（香草味）。,幼儿食品
915,幼儿奶粉(美素高，袋装),：美素高成长配方奶粉（香草味）。,幼儿食品
916,幼儿奶粉(雀巢),：雀巢成长奶粉,幼儿食品
917,幼儿奶粉(雀巢金牌),：雀巢金牌成长奶粉,幼儿食品
918,幼儿奶粉(森永牌),：森永吉利蜜3成长奶粉。,幼儿食品
919,幼儿奶粉(圣元牌),：圣元优聪3段幼儿成长奶粉。,幼儿食品
920,胡萝卜苹果泥(亨氏),：婴幼儿食品,：婴幼儿断奶期辅助食品
921,鸡肝蔬菜泥(亨氏),：婴幼儿食品,：婴幼儿断奶期辅助食品
922,香甜胡萝卜泥(亨氏),：婴幼儿食品,：婴幼儿断奶期辅助食品
923,豆奶粉,：婴幼儿食品,：婴幼儿补充食品
924,米粉(雀巢),：婴幼儿食品,：婴幼儿补充食品
925,米粉(高蛋白，雀巢),：婴幼儿食品,：婴幼儿补充食品
926,米粉(高蛋白，亨氏),：婴幼儿食品,：婴幼儿补充食品
927,米粉(苹果，雀巢),：婴幼儿食品,：婴幼儿补充食品
928,米粉(蔬菜，亨氏),：婴幼儿食品,：婴幼儿补充食品
929,米粉(蔬菜，雀巢),：婴幼儿食品,：婴幼儿补充食品
930,米粉(胡萝卜，亨氏),：婴幼儿食品,：婴幼儿补充食品
931,米粉(胡萝卜，雀巢),：婴幼儿食品,：婴幼儿补充食品
932,米粉(番茄，亨氏),：婴幼儿食品,：婴幼儿补充食品
933,米粉(猪肝蔬菜，亨氏),：婴幼儿食品,：婴幼儿补充食品
934,米粉(鱼肉蔬菜，亨氏),：婴幼儿食品,：婴幼儿补充食品
935,麦粉(蜂蜜，雀巢),：婴幼儿食品,：婴幼儿补充食品
936,艾窝窝,：小吃、甜饼,：小吃
937,白水羊头,：小吃、甜饼,：小吃
938,茶汤,：小吃、甜饼,：小吃
939,炒肝,：小吃、甜饼,：小吃
940,春卷,：小吃、甜饼,：小吃
941,豆腐脑(带卤),：小吃、甜饼,：小吃
942,灌肠,：小吃、甜饼,：小吃
943,煎饼,：小吃、甜饼,：小吃
944,焦圈,：小吃、甜饼,：小吃
945,京八件,：小吃、甜饼,：小吃
946,栗羊羹,：小吃、甜饼,：小吃
947,凉粉,：小吃、甜饼,：小吃
948,凉面,：小吃、甜饼,：小吃
949,龙虾片,：小吃、甜饼,：小吃
950,驴打滚,：小吃、甜饼,：小吃
951,密三刀,：小吃、甜饼,：小吃
952,年糕,：小吃、甜饼,：小吃
953,青稞炒面,：小吃、甜饼,：小吃
954,热干面,：小吃、甜饼,：小吃
955,豌豆黄,：小吃、甜饼,：小吃
956,油茶,：小吃、甜饼,：小吃
957,油炸豆瓣,：小吃、甜饼,：小吃
958,炸糕,：小吃、甜饼,：小吃
959,糌粑(稞麦熟品),：小吃、甜饼,：小吃
960,春卷(素馅),：小吃、甜饼,：小吃
961,黑芝麻汤圆,：小吃、甜饼,：小吃
962,醪糟,：小吃、甜饼,：小吃
963,煎饼,：老区煎饼。,吃、甜饼
964,过桥米线,：小吃、甜饼,：小吃
965,蛋糕(均值),：小吃、甜饼,：蛋糕、甜点
966,蛋糕(巧克力),：小吃、甜饼,：蛋糕、甜点
967,蛋糕(水果),：小吃、甜饼,：蛋糕、甜点
968,月饼(豆沙),：小吃、甜饼,：蛋糕、甜点
969,月饼(五仁),：小吃、甜饼,：蛋糕、甜点
970,月饼(枣泥),：小吃、甜饼,：蛋糕、甜点
971,月饼(蛋黄),：小吃、甜饼,：蛋糕、甜点
972,月饼(豆沙),：小吃、甜饼,：蛋糕、甜点
973,月饼(桂花板栗),：小吃、甜饼,：蛋糕、甜点
974,月饼(奶油莲芸),：小吃、甜饼,：蛋糕、甜点
975,板油酥饼,：小吃、甜饼,：蛋糕、甜点
976,蛋黄酥,：小吃、甜饼,：蛋糕、甜点
977,夹心酥饼,：小吃、甜饼,：蛋糕、甜点
978,江米条,：小吃、甜饼,：蛋糕、甜点
979,开口笑,：小吃、甜饼,：蛋糕、甜点
980,绿豆糕,：小吃、甜饼,：蛋糕、甜点
981,麻烘糕,：小吃、甜饼,：蛋糕、甜点
982,麻花,：小吃、甜饼,：蛋糕、甜点
983,米花糖,：小吃、甜饼,：蛋糕、甜点
984,酥皮糕点,：小吃、甜饼,：蛋糕、甜点
985,桃酥,：小吃、甜饼,：蛋糕、甜点
986,芝麻桃酥,：小吃、甜饼,：蛋糕、甜点
987,茯苓夹饼,：小吃、甜饼,：蛋糕、甜点
988,沙琪玛蛋酥,：小吃、甜饼,：蛋糕、甜点
989,香橙水果馅饼,：小吃、甜饼,：蛋糕、甜点
990,鸡柳汉堡(肯德基),：速食食品,：快餐食品
991,香芋甜心(肯德基),：速食食品,：快餐食品
992,鸡肉汉堡(肯德基),：速食食品,：快餐食品
993,鸡肉卷(肯德基),：速食食品,：快餐食品
994,上校鸡块(肯德基),：速食食品,：快餐食品
995,辣鸡翅(肯德基),：速食食品,：快餐食品
996,新奥尔良鸡翅(肯德基),：速食食品,：快餐食品
997,劲爆鸡米花(肯德基),：速食食品,：快餐食品
998,甜玉米籽粒(肯德基),：速食食品,：快餐食品
999,薯条(肯德基),：速食食品,：快餐食品
1000,比萨饼(夹奶酪),：速食食品,：快餐食品
1001,比萨饼(夹奶酪、肉和蔬菜),：速食食品,：快餐食品
1002,三明治(夹火腿、干酪),：速食食品,：快餐食品
1003,三明治(夹鸡蛋、干酪),：速食食品,：快餐食品
1004,三明治(夹鸡肉片，无调料酱),：速食食品,：快餐食品
1005,三明治(夹烤牛肉片),：速食食品,：快餐食品
1006,三明治(夹鱼肉片),：速食食品,：快餐食品
1007,干酪汉堡包(夹熏肉，加调料酱),：速食食品,：快餐食品
1008,干酪汉堡包(普通型，夹单层肉饼，无调料酱),：速食食品,：快餐食品
1009,干酪汉堡包(普通型，夹奶酪、单层肉饼，加调料酱),：速食食品,：快餐食品
1010,干酪汉堡包(普通型，夹奶酪、单层肉饼，加调料酱和蔬菜),：速食食品,：快餐食品
1011,干酪汉堡包(普通型，夹奶酪、双层肉饼、双层面包，加调料酱和蔬菜),：速食食品,：快餐食品
1012,汉堡包(普通型，夹肉饼，加调料酱和蔬菜),：速食食品,：快餐食品
1013,热狗(原味),：速食食品,：快餐食品
1014,麦片,：速食食品,：方便食品
